Cells	User	Value	Error
1	14031.0	0.0	0.0
1	14032.0	0.0	0.0
1	14033.0	0.0	0.0
1	14034.0	0.0	0.0
1	14035.0	0.0	0.0
1	14036.0	0.0	0.0
1	14037.0	0.0	0.0
1	14038.0	0.0	0.0
1	14039.0	0.0	0.0
1	15026.0	0.0	0.0
1	15027.0	0.0	0.0
1	15028.0	0.0	0.0
1	15029.0	0.0	0.0
1	15030.0	0.0	0.0
1	15031.0	0.0	0.0
1	15032.0	0.0	0.0
1	15033.0	0.0	0.0
1	15034.0	0.0	0.0
1	15035.0	0.0	0.0
1	15036.0	0.0	0.0
1	15037.0	0.0	0.0
1	15038.0	0.0	0.0
1	15039.0	0.0	0.0
1	15040.0	0.0	0.0
1	15041.0	0.0	0.0
1	15042.0	0.0	0.0
1	16029.0	0.0	0.0
1	16030.0	0.0	0.0
1	16031.0	0.0	0.0
1	16032.0	0.0	0.0
1	16033.0	0.0	0.0
1	16034.0	0.0	0.0
1	16035.0	0.0	0.0
1	16036.0	0.0	0.0
1	16037.0	0.0	0.0
1	16038.0	0.0	0.0
1	16039.0	0.0	0.0
1	16040.0	0.0	0.0
1	16041.0	0.0	0.0
1	16042.0	0.0	0.0
1	16043.0	0.0	0.0
1	16044.0	0.0	0.0
1	17031.0	0.0	0.0
1	17032.0	0.0	0.0
1	17033.0	0.0	0.0
1	17034.0	0.0	0.0
1	17035.0	0.0	0.0
1	17036.0	0.0	0.0
1	17037.0	0.0	0.0
1	17038.0	0.0	0.0
1	17039.0	0.0	0.0
1	17040.0	0.0	0.0
1	17041.0	0.0	0.0
1	17042.0	0.0	0.0
1	17043.0	0.0	0.0
1	17044.0	0.0	0.0
1	17045.0	0.0	0.0
1	18032.0	0.0	0.0
1	18033.0	0.0	0.0
1	18034.0	0.0	0.0
1	18035.0	0.0	0.0
1	18036.0	0.0	0.0
1	18037.0	0.0	0.0
1	18038.0	0.0	0.0
1	18039.0	0.0	0.0
1	18040.0	0.0	0.0
1	18041.0	0.0	0.0
1	18042.0	0.0	0.0
1	18043.0	0.0	0.0
1	18044.0	0.0	0.0
1	18045.0	0.0	0.0
1	18046.0	0.0	0.0
1	19035.0	0.0	0.0
1	19036.0	0.0	0.0
1	19037.0	0.0	0.0
1	19038.0	0.0	0.0
1	19039.0	0.0	0.0
1	19040.0	0.0	0.0
1	19041.0	0.0	0.0
1	19042.0	0.0	0.0
1	19043.0	0.0	0.0
1	19044.0	0.0	0.0
1	19045.0	0.0	0.0
1	19046.0	0.0	0.0
1	19047.0	0.0	0.0
1	19048.0	0.0	0.0
1	19049.0	0.0	0.0
1	19050.0	0.0	0.0
1	19051.0	0.0	0.0
1	20036.0	0.0	0.0
1	20037.0	0.0	0.0
1	20038.0	0.0	0.0
1	20039.0	0.0	0.0
1	20040.0	0.0	0.0
1	20041.0	0.0	0.0
1	20042.0	0.0	0.0
1	20043.0	0.0	0.0
1	20044.0	0.0	0.0
1	20045.0	0.0	0.0
1	20046.0	0.0	0.0
1	20047.0	0.0	0.0
1	20048.0	0.0	0.0
1	20049.0	0.0	0.0
1	20050.0	0.0	0.0
1	20051.0	0.0	0.0
1	21040.0	0.0	0.0
1	21041.0	0.0	0.0
1	21042.0	0.0	0.0
1	21043.0	0.0	0.0
1	21044.0	0.0	0.0
1	21045.0	0.0	0.0
1	21046.0	0.0	0.0
1	21047.0	0.0	0.0
1	21048.0	0.0	0.0
1	21049.0	0.0	0.0
1	21050.0	0.0	0.0
1	21051.0	0.0	0.0
1	22041.0	0.0	0.0
1	22042.0	0.0	0.0
1	22043.0	0.0	0.0
1	22044.0	0.0	0.0
1	22045.0	0.0	0.0
1	22046.0	0.0	0.0
1	22047.0	0.0	0.0
1	22048.0	0.0	0.0
1	22049.0	0.0	0.0
1	22050.0	0.0	0.0
1	22051.0	0.0	0.0
1	22052.0	0.0	0.0
1	22053.0	0.0	0.0
1	22054.0	0.0	0.0
1	23044.0	0.0	0.0
1	23045.0	0.0	0.0
1	23046.0	0.0	0.0
1	23047.0	0.0	0.0
1	23048.0	0.0	0.0
1	23049.0	0.0	0.0
1	23050.0	0.0	0.0
1	23051.0	0.0	0.0
1	23052.0	0.0	0.0
1	23053.0	0.0	0.0
1	23054.0	0.0	0.0
1	23055.0	0.0	0.0
1	23056.0	0.0	0.0
1	24045.0	0.0	0.0
1	24046.0	0.0	0.0
1	24047.0	0.0	0.0
1	24048.0	0.0	0.0
1	24049.0	0.0	0.0
1	24050.0	0.0	0.0
1	24051.0	0.0	0.0
1	24052.0	0.0	0.0
1	24053.0	0.0	0.0
1	24054.0	0.0	0.0
1	24055.0	0.0	0.0
1	24056.0	0.0	0.0
1	24057.0	0.0	0.0
1	24058.0	0.0	0.0
1	24059.0	0.0	0.0
1	25049.0	0.0	0.0
1	25050.0	0.0	0.0
1	25051.0	0.0	0.0
1	25052.0	0.0	0.0
1	25053.0	0.0	0.0
1	25054.0	0.0	0.0
1	25055.0	0.0	0.0
1	25056.0	0.0	0.0
1	25057.0	0.0	0.0
1	25058.0	0.0	0.0
1	25059.0	0.0	0.0
1	25060.0	0.0	0.0
1	25061.0	0.0	0.0
1	25062.0	0.0	0.0
1	26049.0	0.0	0.0
1	26050.0	0.0	0.0
1	26051.0	0.0	0.0
1	26052.0	0.0	0.0
1	26053.0	0.0	0.0
1	26054.0	0.0	0.0
1	26055.0	0.0	0.0
1	26056.0	0.0	0.0
1	26057.0	0.0	0.0
1	26058.0	0.0	0.0
1	26059.0	0.0	0.0
1	26060.0	0.0	0.0
1	26061.0	0.0	0.0
1	26062.0	0.0	0.0
1	26063.0	0.0	0.0
1	26064.0	0.0	0.0
1	27053.0	0.0	0.0
1	27054.0	0.0	0.0
1	27055.0	0.0	0.0
1	27056.0	0.0	0.0
1	27057.0	0.0	0.0
1	27058.0	0.0	0.0
1	27059.0	0.0	0.0
1	27060.0	0.0	0.0
1	27061.0	5.4e-06	0.043
1	27062.0	0.0	0.0
1	27063.0	0.0	0.0
1	27064.0	0.0	0.0
1	28053.0	0.0	0.0
1	28054.0	0.0	0.0
1	28055.0	0.0	0.0
1	28056.0	0.0	0.0
1	28057.0	0.0	0.0
1	28058.0	0.0	0.0
1	28059.0	0.0	0.0
1	28060.0	0.0	0.0
1	28061.0	0.0	0.0
1	28062.0	1e-08	1.0
1	28063.0	1.33e-06	0.0867
1	28064.0	0.00087064	0.0034
1	28065.0	0.0	0.0
1	28066.0	0.0	0.0
1	28067.0	0.0	0.0
1	28068.0	0.0	0.0
1	29057.0	0.0	0.0
1	29058.0	0.0	0.0
1	29059.0	0.0	0.0
1	29060.0	0.0	0.0
1	29061.0	0.0	0.0
1	29062.0	0.0	0.0
1	29063.0	0.00046936	0.0046
1	29064.0	0.00034663	0.0054
1	29065.0	0.0	0.0
1	29066.0	0.0	0.0
1	29067.0	0.0	0.0
1	29068.0	0.0	0.0
1	29069.0	0.0	0.0
1	29070.0	0.0	0.0
1	29071.0	0.0	0.0
1	29072.0	0.0	0.0
1	29073.0	0.0	0.0
1	30057.0	0.0	0.0
1	30058.0	0.0	0.0
1	30059.0	0.0	0.0
1	30060.0	0.0	0.0
1	30061.0	0.0	0.0
1	30062.0	0.0	0.0
1	30063.0	0.0	0.0
1	30064.0	0.0	0.0
1	30065.0	0.0	0.0
1	30066.0	0.0	0.0
1	30067.0	0.0	0.0
1	30068.0	0.0	0.0
1	30069.0	0.0	0.0
1	30070.0	0.0	0.0
1	30071.0	0.0	0.0
1	30072.0	0.0	0.0
1	30073.0	0.0	0.0
1	30074.0	0.0	0.0
1	30075.0	0.0	0.0
1	30076.0	0.0	0.0
1	30077.0	0.0	0.0
1	30078.0	0.0	0.0
1	31062.0	0.0	0.0
1	31063.0	0.0	0.0
1	31064.0	0.0	0.0
1	31065.0	0.0	0.0
1	31066.0	0.0	0.0
1	31067.0	0.0	0.0
1	31068.0	0.0	0.0
1	31069.0	0.0	0.0
1	31070.0	0.0	0.0
1	31071.0	0.0	0.0
1	31072.0	0.0	0.0
1	31073.0	0.0	0.0
1	31074.0	0.0	0.0
1	31075.0	0.0	0.0
1	31076.0	0.0	0.0
1	31077.0	0.0	0.0
1	31078.0	0.0	0.0
1	31079.0	0.0	0.0
1	31080.0	0.0	0.0
1	31081.0	0.0	0.0
1	31082.0	0.0	0.0
1	31083.0	0.0	0.0
1	32061.0	0.0	0.0
1	32062.0	0.0	0.0
1	32063.0	0.0	0.0
1	32064.0	0.0	0.0
1	32065.0	0.0	0.0
1	32066.0	0.0	0.0
1	32067.0	0.0	0.0
1	32068.0	0.0	0.0
1	32069.0	0.0	0.0
1	32070.0	0.0	0.0
1	32071.0	0.0	0.0
1	32072.0	0.0	0.0
1	32073.0	0.0	0.0
1	32074.0	0.0	0.0
1	32075.0	0.0	0.0
1	32076.0	0.0	0.0
1	32077.0	0.0	0.0
1	32078.0	0.0	0.0
1	32079.0	0.0	0.0
1	32080.0	0.0	0.0
1	32081.0	0.0	0.0
1	32082.0	0.0	0.0
1	32083.0	0.0	0.0
1	32084.0	0.0	0.0
1	33066.0	0.0	0.0
1	33067.0	0.0	0.0
1	33068.0	0.0	0.0
1	33069.0	0.0	0.0
1	33070.0	0.0	0.0
1	33071.0	0.0	0.0
1	33072.0	0.0	0.0
1	33073.0	0.0	0.0
1	33074.0	0.0	0.0
1	33075.0	0.0	0.0
1	33076.0	0.0	0.0
1	33077.0	0.0	0.0
1	33078.0	0.0	0.0
1	33079.0	0.0	0.0
1	33080.0	0.0	0.0
1	33081.0	0.0	0.0
1	33082.0	0.0	0.0
1	33083.0	0.0	0.0
1	33084.0	0.0	0.0
1	33085.0	0.0	0.0
1	33086.0	0.0	0.0
1	33087.0	0.0	0.0
1	34068.0	0.0	0.0
1	34069.0	0.0	0.0
1	34070.0	0.0	0.0
1	34071.0	0.0	0.0
1	34072.0	0.0	0.0
1	34073.0	0.0	0.0
1	34074.0	0.0	0.0
1	34075.0	0.0	0.0
1	34076.0	0.0	0.0
1	34077.0	0.0	0.0
1	34078.0	0.0	0.0
1	34079.0	0.0	0.0
1	34080.0	0.0	0.0
1	34081.0	0.0	0.0
1	34082.0	0.0	0.0
1	34083.0	0.0	0.0
1	34084.0	0.0	0.0
1	34085.0	0.0	0.0
1	34086.0	0.0	0.0
1	34087.0	0.0	0.0
1	34088.0	0.0	0.0
1	34089.0	0.0	0.0
1	34090.0	0.0	0.0
1	34091.0	0.0	0.0
1	35070.0	0.0	0.0
1	35071.0	0.0	0.0
1	35072.0	0.0	0.0
1	35073.0	0.0	0.0
1	35074.0	0.0	0.0
1	35075.0	0.0	0.0
1	35076.0	0.0	0.0
1	35077.0	0.0	0.0
1	35078.0	0.0	0.0
1	35079.0	0.0	0.0
1	35080.0	0.0	0.0
1	35081.0	0.0	0.0
1	35082.0	0.0	0.0
1	35083.0	0.0	0.0
1	35084.0	0.0	0.0
1	35085.0	0.0	0.0
1	35086.0	0.0	0.0
1	35087.0	0.0	0.0
1	35088.0	0.0	0.0
1	35089.0	0.0	0.0
1	35090.0	0.0	0.0
1	35091.0	0.0	0.0
1	35092.0	0.0	0.0
1	36071.0	0.0	0.0
1	36072.0	0.0	0.0
1	36073.0	0.0	0.0
1	36074.0	0.0	0.0
1	36075.0	0.0	0.0
1	36076.0	0.0	0.0
1	36077.0	0.0	0.0
1	36078.0	0.0	0.0
1	36079.0	0.0	0.0
1	36080.0	0.0	0.0
1	36081.0	0.0	0.0
1	36082.0	0.0	0.0
1	36083.0	0.0	0.0
1	36084.0	0.0	0.0
1	36085.0	0.0	0.0
1	36086.0	0.0	0.0
1	36087.0	0.0	0.0
1	36088.0	0.0	0.0
1	36089.0	0.0	0.0
1	36090.0	0.0	0.0
1	36091.0	0.0	0.0
1	36092.0	0.0	0.0
1	36093.0	0.0	0.0
1	36094.0	0.0	0.0
1	36095.0	0.0	0.0
1	36096.0	0.0	0.0
1	36097.0	0.0	0.0
1	37074.0	0.0	0.0
1	37075.0	0.0	0.0
1	37076.0	0.0	0.0
1	37077.0	0.0	0.0
1	37078.0	0.0	0.0
1	37079.0	0.0	0.0
1	37080.0	0.0	0.0
1	37081.0	0.0	0.0
1	37082.0	0.0	0.0
1	37083.0	0.0	0.0
1	37084.0	0.0	0.0
1	37085.0	0.0	0.0
1	37086.0	0.0	0.0
1	37087.0	0.0	0.0
1	37088.0	0.0	0.0
1	37089.0	0.0	0.0
1	37090.0	0.0	0.0
1	37091.0	0.0	0.0
1	37092.0	0.0	0.0
1	37093.0	0.0	0.0
1	37094.0	0.0	0.0
1	37095.0	0.0	0.0
1	37096.0	0.0	0.0
1	37097.0	0.0	0.0
1	37098.0	0.0	0.0
1	37099.0	0.0	0.0
1	37100.0	0.0	0.0
1	38077.0	0.0	0.0
1	38078.0	0.0	0.0
1	38079.0	0.0	0.0
1	38080.0	0.0	0.0
1	38081.0	0.0	0.0
1	38082.0	0.0	0.0
1	38083.0	0.0	0.0
1	38084.0	0.0	0.0
1	38085.0	0.0	0.0
1	38086.0	0.0	0.0
1	38087.0	0.0	0.0
1	38088.0	0.0	0.0
1	38089.0	0.0	0.0
1	38090.0	0.0	0.0
1	38091.0	0.0	0.0
1	38092.0	0.0	0.0
1	38093.0	0.0	0.0
1	38094.0	0.0	0.0
1	38095.0	0.0	0.0
1	38096.0	0.0	0.0
1	38097.0	0.0	0.0
1	38098.0	0.0	0.0
1	38099.0	0.0	0.0
1	38100.0	0.0	0.0
1	39080.0	0.0	0.0
1	39081.0	0.0	0.0
1	39082.0	0.0	0.0
1	39083.0	0.0	0.0
1	39084.0	0.0	0.0
1	39085.0	0.0	0.0
1	39086.0	0.0	0.0
1	39087.0	0.0	0.0
1	39088.0	0.0	0.0
1	39089.0	0.0	0.0
1	39090.0	0.0	0.0
1	39091.0	0.0	0.0
1	39092.0	0.0	0.0
1	39093.0	0.0	0.0
1	39094.0	0.0	0.0
1	39095.0	0.0	0.0
1	39096.0	0.0	0.0
1	39097.0	0.0	0.0
1	39098.0	0.0	0.0
1	39099.0	0.0	0.0
1	39100.0	0.0	0.0
1	39101.0	0.0	0.0
1	39102.0	0.0	0.0
1	40081.0	0.0	0.0
1	40082.0	0.0	0.0
1	40083.0	0.0	0.0
1	40084.0	0.0	0.0
1	40085.0	0.0	0.0
1	40086.0	0.0	0.0
1	40087.0	0.0	0.0
1	40088.0	0.0	0.0
1	40089.0	0.0	0.0
1	40090.0	0.0	0.0
1	40091.0	0.0	0.0
1	40092.0	0.0	0.0
1	40093.0	0.0	0.0
1	40094.0	0.0	0.0
1	40095.0	0.0	0.0
1	40096.0	0.0	0.0
1	40097.0	0.0	0.0
1	40098.0	0.0	0.0
1	40099.0	0.0	0.0
1	40100.0	0.0	0.0
1	40101.0	0.0	0.0
1	40102.0	0.0	0.0
1	41084.0	0.0	0.0
1	41085.0	0.0	0.0
1	41086.0	0.0	0.0
1	41087.0	0.0	0.0
1	41088.0	0.0	0.0
1	41089.0	0.0	0.0
1	41090.0	0.0	0.0
1	41091.0	0.0	0.0
1	41092.0	0.0	0.0
1	41093.0	0.0	0.0
1	41094.0	0.0	0.0
1	41095.0	0.0	0.0
1	41096.0	0.0	0.0
1	41097.0	0.0	0.0
1	41098.0	0.0	0.0
1	41099.0	0.0	0.0
1	41100.0	0.0	0.0
1	41101.0	0.0	0.0
1	41102.0	0.0	0.0
1	41103.0	0.0	0.0
1	41104.0	0.0	0.0
1	41105.0	0.0	0.0
1	41106.0	0.0	0.0
1	42087.0	0.0	0.0
1	42088.0	0.0	0.0
1	42089.0	0.0	0.0
1	42090.0	0.0	0.0
1	42091.0	0.0	0.0
1	42092.0	0.0	0.0
1	42093.0	0.0	0.0
1	42094.0	0.0	0.0
1	42095.0	0.0	0.0
1	42096.0	0.0	0.0
1	42097.0	0.0	0.0
1	42098.0	0.0	0.0
1	42099.0	0.0	0.0
1	42100.0	0.0	0.0
1	42101.0	0.0	0.0
1	42102.0	0.0	0.0
1	42103.0	0.0	0.0
1	42104.0	0.0	0.0
1	42105.0	0.0	0.0
1	42106.0	0.0	0.0
1	42107.0	0.0	0.0
1	42108.0	0.0	0.0
1	43090.0	0.0	0.0
1	43091.0	0.0	0.0
1	43092.0	0.0	0.0
1	43093.0	0.0	0.0
1	43094.0	0.0	0.0
1	43095.0	0.0	0.0
1	43096.0	0.0	0.0
1	43097.0	0.0	0.0
1	43098.0	0.0	0.0
1	43099.0	0.0	0.0
1	43100.0	0.0	0.0
1	43101.0	0.0	0.0
1	43102.0	0.0	0.0
1	43103.0	0.0	0.0
1	43104.0	0.0	0.0
1	43105.0	0.0	0.0
1	43106.0	0.0	0.0
1	43107.0	0.0	0.0
1	43108.0	0.0	0.0
1	43109.0	0.0	0.0
1	43110.0	0.0	0.0
1	44092.0	0.0	0.0
1	44093.0	0.0	0.0
1	44094.0	0.0	0.0
1	44095.0	0.0	0.0
1	44096.0	0.0	0.0
1	44097.0	0.0	0.0
1	44098.0	0.0	0.0
1	44099.0	0.0	0.0
1	44100.0	0.0	0.0
1	44101.0	0.0	0.0
1	44102.0	0.0	0.0
1	44103.0	0.0	0.0
1	44104.0	0.0	0.0
1	44105.0	0.0	0.0
1	44106.0	0.0	0.0
1	44107.0	0.0	0.0
1	44108.0	0.0	0.0
1	44109.0	0.0	0.0
1	44110.0	0.0	0.0
1	44111.0	0.0	0.0
1	44112.0	0.0	0.0
1	44113.0	0.0	0.0
1	45094.0	0.0	0.0
1	45095.0	0.0	0.0
1	45096.0	0.0	0.0
1	45097.0	0.0	0.0
1	45098.0	0.0	0.0
1	45099.0	0.0	0.0
1	45100.0	0.0	0.0
1	45101.0	0.0	0.0
1	45102.0	0.0	0.0
1	45103.0	0.0	0.0
1	45104.0	0.0	0.0
1	45105.0	0.0	0.0
1	45106.0	0.0	0.0
1	45107.0	0.0	0.0
1	45108.0	0.0	0.0
1	45109.0	0.0	0.0
1	45110.0	0.0	0.0
1	45111.0	0.0	0.0
1	45112.0	0.0	0.0
1	45113.0	0.0	0.0
1	45114.0	0.0	0.0
1	46096.0	0.0	0.0
1	46097.0	0.0	0.0
1	46098.0	0.0	0.0
1	46099.0	0.0	0.0
1	46100.0	0.0	0.0
1	46101.0	0.0	0.0
1	46102.0	0.0	0.0
1	46103.0	0.0	0.0
1	46104.0	0.0	0.0
1	46105.0	0.0	0.0
1	46106.0	0.0	0.0
1	46107.0	0.0	0.0
1	46108.0	0.0	0.0
1	46109.0	0.0	0.0
1	46110.0	0.0	0.0
1	46111.0	0.0	0.0
1	46112.0	0.0	0.0
1	46113.0	0.0	0.0
1	46114.0	0.0	0.0
1	46115.0	0.0	0.0
1	46116.0	0.0	0.0
1	46117.0	0.0	0.0
1	46118.0	0.0	0.0
1	47096.0	0.0	0.0
1	47097.0	0.0	0.0
1	47098.0	0.0	0.0
1	47099.0	0.0	0.0
1	47100.0	0.0	0.0
1	47101.0	0.0	0.0
1	47102.0	0.0	0.0
1	47103.0	0.0	0.0
1	47104.0	0.0	0.0
1	47105.0	0.0	0.0
1	47106.0	0.0	0.0
1	47107.0	0.0	0.0
1	47108.0	0.0	0.0
1	47109.0	0.0	0.0
1	47110.0	0.0	0.0
1	47111.0	0.0	0.0
1	47112.0	0.0	0.0
1	47113.0	0.0	0.0
1	47114.0	0.0	0.0
1	47115.0	0.0	0.0
1	47116.0	0.0	0.0
1	47117.0	0.0	0.0
1	47118.0	0.0	0.0
1	47119.0	0.0	0.0
1	47120.0	0.0	0.0
1	47121.0	0.0	0.0
1	47122.0	0.0	0.0
1	47123.0	0.0	0.0
1	48097.0	0.0	0.0
1	48098.0	0.0	0.0
1	48099.0	0.0	0.0
1	48100.0	0.0	0.0
1	48101.0	0.0	0.0
1	48102.0	0.0	0.0
1	48103.0	0.0	0.0
1	48104.0	0.0	0.0
1	48105.0	0.0	0.0
1	48106.0	0.0	0.0
1	48107.0	0.0	0.0
1	48108.0	0.0	0.0
1	48109.0	0.0	0.0
1	48110.0	0.0	0.0
1	48111.0	0.0	0.0
1	48112.0	0.0	0.0
1	48113.0	0.0	0.0
1	48114.0	0.0	0.0
1	48115.0	0.0	0.0
1	48116.0	0.0	0.0
1	48117.0	0.0	0.0
1	48118.0	0.0	0.0
1	48119.0	0.0	0.0
1	48120.0	0.0	0.0
1	48121.0	0.0	0.0
1	48122.0	0.0	0.0
1	48123.0	0.0	0.0
1	48124.0	0.0	0.0
1	48125.0	0.0	0.0
1	48126.0	0.0	0.0
1	49100.0	0.0	0.0
1	49101.0	0.0	0.0
1	49102.0	0.0	0.0
1	49103.0	0.0	0.0
1	49104.0	0.0	0.0
1	49105.0	0.0	0.0
1	49106.0	0.0	0.0
1	49107.0	0.0	0.0
1	49108.0	0.0	0.0
1	49109.0	0.0	0.0
1	49110.0	0.0	0.0
1	49111.0	0.0	0.0
1	49112.0	0.0	0.0
1	49113.0	0.0	0.0
1	49114.0	0.0	0.0
1	49115.0	0.0	0.0
1	49116.0	0.0	0.0
1	49117.0	0.0	0.0
1	49118.0	0.0	0.0
1	49119.0	0.0	0.0
1	49120.0	0.0	0.0
1	49121.0	0.0	0.0
1	49122.0	0.0	0.0
1	49123.0	0.0	0.0
1	49124.0	0.0	0.0
1	49125.0	0.0	0.0
1	49126.0	0.0	0.0
1	49127.0	0.0	0.0
1	49128.0	0.0	0.0
1	49129.0	0.0	0.0
1	49130.0	0.0	0.0
1	49131.0	0.0	0.0
1	49132.0	0.0	0.0
1	50103.0	0.0	0.0
1	50104.0	0.0	0.0
1	50105.0	0.0	0.0
1	50106.0	0.0	0.0
1	50107.0	0.0	0.0
1	50108.0	0.0	0.0
1	50109.0	0.0	0.0
1	50110.0	0.0	0.0
1	50111.0	0.0	0.0
1	50112.0	0.0	0.0
1	50113.0	0.0	0.0
1	50114.0	0.0	0.0
1	50115.0	0.0	0.0
1	50116.0	0.0	0.0
1	50117.0	0.0	0.0
1	50118.0	0.0	0.0
1	50119.0	0.0	0.0
1	50120.0	0.0	0.0
1	50121.0	0.0	0.0
1	50122.0	0.0	0.0
1	50123.0	0.0	0.0
1	50124.0	0.0	0.0
1	50125.0	0.0	0.0
1	50126.0	0.0	0.0
1	50127.0	0.0	0.0
1	50128.0	0.0	0.0
1	50129.0	0.0	0.0
1	50130.0	0.0	0.0
1	50131.0	0.0	0.0
1	50132.0	0.0	0.0
1	50133.0	0.0	0.0
1	50134.0	0.0	0.0
1	51108.0	0.0	0.0
1	51109.0	0.0	0.0
1	51110.0	0.0	0.0
1	51111.0	0.0	0.0
1	51112.0	0.0	0.0
1	51113.0	0.0	0.0
1	51114.0	0.0	0.0
1	51115.0	0.0	0.0
1	51116.0	0.0	0.0
1	51117.0	0.0	0.0
1	51118.0	0.0	0.0
1	51119.0	0.0	0.0
1	51120.0	0.0	0.0
1	51121.0	0.0	0.0
1	51122.0	0.0	0.0
1	51123.0	0.0	0.0
1	51124.0	0.0	0.0
1	51125.0	0.0	0.0
1	51126.0	0.0	0.0
1	51127.0	0.0	0.0
1	51128.0	0.0	0.0
1	51129.0	0.0	0.0
1	51130.0	0.0	0.0
1	51131.0	0.0	0.0
1	51132.0	0.0	0.0
1	51133.0	0.0	0.0
1	51134.0	0.0	0.0
1	51135.0	0.0	0.0
1	51136.0	0.0	0.0
1	52106.0	0.0	0.0
